fit-54.3	america		exist-47.1-1	Synset('fear.n.01')
Synset('capitalist.n.02')	Synset('line.n.20')		calibratable_cos-45.6-1	Synset('value.n.02')
near	Synset('choice.n.02')		Synset('share.n.01')	Synset('levy.n.01')
other_cos-45.4	Synset('military_action.n.01')		Synset('lipid.n.01')	Synset('tube.n.01')
appear-48.1.1	dow		Synset('framework.n.03')	Synset('application.n.01')
amuse-31.1	Synset('precious_metal.n.01')		Synset('monetary_unit.n.01')	Synset('time_unit.n.01')
Synset('happening.n.01')	Synset('public_transport.n.01')		disappearance-48.2	Synset('large_integer.n.01')
near	Synset('attempt.n.01')		admire-31.2	Synset('sound.n.04')
stop-55.4-1	Synset('plate_glass.n.01')		Synset('american.n.01')	bump-18.4
cheat-10.6-1	Synset('economic_process.n.01')		Synset('framework.n.03')	nonvehicle-51.4.2
Synset('agent.n.05')	Synset('magnitude_relation.n.01')		calibratable_cos-45.6-1	Synset('assets.n.01')
Synset('monetary_unit.n.01')	Synset('season.n.02')		Synset('attraction.n.01')	Synset('sphere.n.05')
bring-11.3	Synset('duty.n.02')		other_cos-45.4	Synset('formation.n.01')
Synset('value.n.02')	Synset('attraction.n.01')		crane-40.3.2	Synset('agent.n.05')
calibratable_cos-45.6-1	Synset('reimbursement.n.01')		Synset('idea.n.01')	Synset('agent.n.03')
get-13.5.1	Synset('capitalist.n.02')		calibratable_cos-45.6-1	Synset('framework.n.03')
Synset('emotion.n.01')	cheat-10.6-1		Synset('activity.n.01')	Synset('gathering.n.01')
Synset('extremity.n.04')	Synset('formation.n.01')		Synset('time_period.n.01')	escape-51.1-1
other_cos-45.4	Synset('body_of_water.n.01')		Synset('lipid.n.01')	Synset('tube.n.01')
Synset('agent.n.05')	Synset('decision.n.01')		Synset('framework.n.03')	Synset('common_fraction.n.01')
amuse-31.1	Synset('tax.n.01')		Synset('monetary_unit.n.01')	Synset('evaluation.n.02')
exist-47.1-1	Synset('choice.n.02')		Synset('discussion.n.02')	continue-55.3
continue-55.3	Synset('conflict.n.01')		put-9.1	Synset('fee.n.01')
Synset('happening.n.01')	consider-29.9-1-1-1		appear-48.1.1	Synset('condition.n.01')
fill-9.8	Synset('federal_government.n.01')		Synset('share.n.01')	Synset('levy.n.01')
other_cos-45.4	Synset('cargo_ship.n.01')		murder-42.1-1	Synset('motor_vehicle.n.01')
escape-51.1-1	new_york		murder-42.1-1	Synset('serviceman.n.01')
appear-48.1.1	Synset('discussion.n.02')		amuse-31.1	Synset('document.n.01')
Synset('agent.n.05')	Synset('magnitude_relation.n.01')		Synset('value.n.02')	Synset('attraction.n.01')
calibratable_cos-45.6-1	Synset('framework.n.03')		amuse-31.1	Synset('capitalist.n.02')
calibratable_cos-45.6-1	Synset('attraction.n.01')		Synset('fund.n.01')	Synset('insufficiency.n.03')
Synset('discussion.n.02')	Synset('legislature.n.01')		appear-48.1.1	Synset('organization.n.01')
await	Synset('merchant.n.01')		stop-55.4-1	Synset('time_unit.n.01')
calibratable_cos-45.6-1	Synset('longing.n.01')		appear-48.1.1	Synset('funds.n.01')
appear-48.1.1	Synset('strain.n.04')		Synset('value.n.02')	Synset('lipid.n.01')
bump-18.4	Synset('atmospheric_phenomenon.n.01')		admire-31.2	Synset('large_indefinite_quantity.n.01')
calibratable_cos-45.6-1	Synset('lipid.n.01')		appear-48.1.1	Synset('component.n.01')
amuse-31.1	Synset('happening.n.01')		convert-26.6.2	Synset('municipality.n.01')
Synset('discussion.n.02')	linger-53.1-1		Synset('job_action.n.01')	Synset('educator.n.01')
Synset('capitalist.n.02')	Synset('shelter.n.01')		Synset('indefinite_quantity.n.01')	Synset('funds.n.01')
cheat-10.6-1	Synset('economic_process.n.01')		appear-48.1.1	Synset('framework.n.03')
run-51.3.2	Synset('operation.n.05')		Synset('lipid.n.01')	iraq
Synset('discussion.n.02')	continue-55.3		contribute-13.2-2	cooperate-73-3
appear-48.1.1	Synset('organization.n.01')		amuse-31.1	Synset('federal_government.n.01')
Synset('tax.n.01')	Synset('curiosity.n.01')		other_cos-45.4	Synset('monetary_unit.n.01')
Synset('happening.n.01')	Synset('bodily_process.n.01')		Synset('force.n.04')	Synset('organization.n.01')
Synset('share.n.01')	Synset('magnitude_relation.n.01')		calibratable_cos-45.6-1	dow
Synset('person.n.01')	accompany-51.7		characterize-29.2-1	Synset('immunodeficiency.n.01')
Synset('monetary_unit.n.01')	continue-55.3		Synset('framework.n.03')	Synset('attraction.n.01')
Synset('asian.n.01')	investigate-35.4		murder-42.1-1	Synset('arab.n.01')
Synset('value.n.02')	Synset('lipid.n.01')		Synset('emergence.n.01')	Synset('precious_metal.n.01')
near	Synset('choice.n.02')		Synset('woody_plant.n.01')	Synset('share.n.01')
appear-48.1.1	Synset('gathering.n.01')		clinton	Synset('time.n.05')
Synset('change.n.01')	assessment-34		light_emission-43.1	Synset('annoyance.n.02')
put-9.1	Synset('physical_phenomenon.n.01')		Synset('monetary_unit.n.01')	Synset('decrease.n.02')
Synset('sphere.n.05')	Synset('request.n.01')		calibratable_cos-45.6-1	Synset('bean.n.02')
Synset('public_transport.n.01')	Synset('explosive_device.n.01')		murder-42.1-1	india
Synset('job_action.n.01')	Synset('gas.n.02')		other_cos-45.4	Synset('safety.n.01')
Synset('force.n.04')	throw-17.1-1		Synset('change.n.01')	put-9.1
Synset('value.n.02')	Synset('lipid.n.01')		appear-48.1.1	Synset('gregorian_calendar_month.n.01')
entity_specific_modes_being-47.2	Synset('conflict.n.01')		Synset('discussion.n.02')	Synset('peace.n.01')
get-13.5.1	Synset('physical_phenomenon.n.01')		Synset('written_agreement.n.01')	Synset('environmental_condition.n.01')
Synset('framework.n.03')	modes_of_being_with_motion-47.3		appear-48.1.1	dow
ferret-35.6	Synset('capitalist.n.02')		appear-48.1.1	Synset('value.n.02')
other_cos-45.4	Synset('gathering.n.01')		appear-48.1.1	Synset('lipid.n.01')
calibratable_cos-45.6-1	Synset('cereal.n.01')		appear-48.1.1	keep-15.2
Synset('ending.n.04')	Synset('position.n.01')		braid-41.2.2	Synset('day.n.01')
pay-68	Synset('meeting.n.04')		get-13.5.1	Synset('physical_phenomenon.n.01')
begin-55.1-1	Synset('discussion.n.02')		Synset('activity.n.01')	Synset('municipality.n.01')
continue-55.3	Synset('computer_network.n.01')		calibratable_cos-45.6-1	Synset('value.n.02')
appear-48.1.1	Synset('user.n.01')		appear-48.1.1	Synset('anger.n.01')
Synset('indefinite_quantity.n.01')	characterize-29.2-1-2		Synset('income.n.01')	Synset('sphere.n.05')
bring-11.3	Synset('approval.n.04')		Synset('extremity.n.04')	Synset('formation.n.01')
Synset('indefinite_quantity.n.01')	Synset('interest.n.01')		Synset('value.n.02')	Synset('lipid.n.01')
other_cos-45.4	Synset('commerce.n.01')		dow	Synset('component.n.01')
Synset('anticipation.n.01')	Synset('share.n.01')		calibratable_cos-45.6-1	Synset('component.n.01')
calibratable_cos-45.6-1	Synset('tax.n.01')		Synset('framework.n.03')	Synset('swimming.n.01')
calibratable_cos-45.6-1	Synset('request.n.01')		appear-48.1.1	Synset('legal_document.n.01')
run-51.3.2	Synset('race.n.01')		escape-51.1-2	Synset('job_action.n.01')
appear-48.1.1	dow		Synset('framework.n.03')	Synset('gathering.n.01')
begin-55.1-1	Synset('discussion.n.02')		appear-48.1.1	Synset('physical_phenomenon.n.01')
Synset('time_period.n.01')	begin-55.1-1		calibratable_cos-45.6-1	Synset('framework.n.03')
Synset('tax.n.01')	Synset('curiosity.n.01')		other_cos-45.4	Synset('activity.n.01')
other_cos-45.4	Synset('share.n.01')		Synset('attack.n.01')	Synset('military_service.n.01')
bring-11.3	Synset('leader.n.01')		Synset('woody_plant.n.01')	Synset('duty.n.02')
Synset('educational_institution.n.01')	Synset('committee.n.01')		amuse-31.1	Synset('genitor.n.01')
appear-48.1.1	Synset('value.n.02')		characterize-29.2-1	Synset('possibility.n.02')
other_cos-45.4	Synset('magnitude_relation.n.01')		Synset('framework.n.03')	Synset('object.n.01')
mets	Synset('collection.n.01')		convert-26.6.2	Synset('ending.n.04')
force-59	clinton		characterize-29.2-1	perot
Synset('cereal.n.01')	Synset('bean.n.02')		appear-48.1.1	Synset('cereal.n.01')
Synset('collection.n.01')	await		Synset('value.n.02')	send-11.1-1
Synset('collection.n.01')	conjecture-29.5-2		calibratable_cos-45.6-1	Synset('fuel.n.01')
calibratable_cos-45.6-1	Synset('lipid.n.01')		dow	Synset('component.n.01')
Synset('collection.n.01')	Synset('capitalist.n.02')		calibratable_cos-45.6-1	dow
Synset('force.n.04')	ferret-35.6		appear-48.1.1	Synset('emotion.n.01')
calibratable_cos-45.6-1	Synset('component.n.01')		stop-55.4-1	Synset('framework.n.03')
other_cos-45.4	Synset('contest.n.01')		appear-48.1.1	Synset('contestant.n.01')
Synset('building.n.01')	contiguous_location-47.8		Synset('adult.n.01')	disappearance-48.2
Synset('discussion.n.02')	continue-55.3		braid-41.2.2	Synset('day.n.01')
begin-55.1-1	Synset('legal_document.n.01')		s	Synset('gas.n.02')
exist-47.1-1	Synset('evaluation.n.02')		stop-55.4-1	Synset('time_unit.n.01')
appear-48.1.1	Synset('gossip.n.02')		complete-55.2	Synset('head_of_state.n.01')
Synset('indefinite_quantity.n.01')	cheat-10.6-1		calibratable_cos-45.6-1	Synset('value.n.02')
other_cos-45.4	Synset('situation.n.03')		Synset('monetary_unit.n.01')	Synset('evaluation.n.02')
focus-87	Synset('evaluation.n.02')		Synset('monetary_unit.n.01')	correspond-36.1
Synset('capitalist.n.02')	Synset('agent.n.05')		Synset('attraction.n.01')	send-11.1-1
focus-87	Synset('evaluation.n.02')		crane-40.3.2	Synset('monetary_unit.n.01')
other_cos-45.4	Synset('anticipation.n.01')		bump-18.4	Synset('fee.n.01')
appear-48.1.1	Synset('disorder.n.01')		braid-41.2.2	Synset('appraisal.n.01')
albany	Synset('conference.n.03')		Synset('activity.n.01')	Synset('statement.n.01')
appear-48.1.1	Synset('database.n.01')		calibratable_cos-45.6-1	Synset('computer_network.n.01')
Synset('fund.n.01')	Synset('merchant.n.01')		amuse-31.1	Synset('monetary_unit.n.01')
Synset('indefinite_quantity.n.01')	Synset('attraction.n.01')		calibratable_cos-45.6-1	dow
Synset('choice.n.02')	force-59		s	Synset('gathering.n.01')
bring-11.3	Synset('capitalist.n.02')		calibratable_cos-45.6-1	Synset('precious_metal.n.01')
consume-66	Synset('point.n.06')		Synset('fund.n.01')	Synset('statement.n.01')
amuse-31.1	Synset('document.n.01')		calibratable_cos-45.6-1	Synset('assets.n.01')
escape-51.1-2	Synset('discussion.n.02')		Synset('military_action.n.01')	beirut
Synset('season.n.02')	Synset('creation.n.02')		appear-48.1.1	Synset('value.n.02')
calibratable_cos-45.6-1	Synset('cereal.n.01')		build-26.1-1	Synset('indefinite_quantity.n.01')
Synset('explosive_device.n.01')	i.r.a.		Synset('activity.n.01')	Synset('order.n.03')
exist-47.1-1	Synset('legislature.n.01')		stop-55.4-1	Synset('building.n.01')
amuse-31.1	Synset('bridge.n.05')		appear-48.1.1	Synset('value.n.02')
amuse-31.1	do		dow	Synset('indefinite_quantity.n.01')
amuse-31.1	Synset('activity.n.01')		appear-48.1.1	Synset('strain.n.04')
other_cos-45.4	Synset('negative_stimulus.n.01')		Synset('lipid.n.01')	Synset('tube.n.01')
Synset('activity.n.01')	Synset('recovery.n.03')		Synset('structure.n.01')	Synset('administrative_unit.n.01')
appear-48.1.1	Synset('disorder.n.01')		Synset('activity.n.01')	Synset('appraisal.n.01')
murder-42.1-1	Synset('noise.n.01')		Synset('adult.n.01')	characterize-29.2-1-1
calibratable_cos-45.6-1	Synset('quality.n.01')		convert-26.6.2	Synset('relief.n.02')
Synset('happening.n.01')	Synset('unit.n.03')		convert-26.6.2	Synset('municipality.n.01')
Synset('tax.n.01')	Synset('curiosity.n.01')		Synset('attraction.n.01')	Synset('flow.n.01')
Synset('time_period.n.01')	crane-40.3.2		Synset('residence.n.01')	contiguous_location-47.8
cheat-10.6-1	Synset('interest.n.01')		calibratable_cos-45.6-1	Synset('lipid.n.01')
Synset('lipid.n.01')	entity_specific_cos-45.5		judgement-33	Synset('military_service.n.01')
appear-48.1.1	Synset('interest.n.01')		Synset('building.n.01')	contiguous_location-47.8
calibratable_cos-45.6-1	Synset('document.n.01')		appear-48.1.1	Synset('tube.n.01')
stop-55.4-1	Synset('blockade.n.01')		Synset('force.n.04')	Synset('serviceman.n.01')
Synset('gathering.n.01')	Synset('merchant.n.01')		amuse-31.1	Synset('monetary_unit.n.01')
await	Synset('capitalist.n.02')		amuse-31.1	Synset('value.n.02')
Synset('tax.n.01')	Synset('negative_stimulus.n.01')		calibratable_cos-45.6-1	dow
Synset('legal_document.n.01')	Synset('building.n.01')		Synset('woody_plant.n.01')	Synset('duty.n.02')
do	Synset('tax.n.01')		Synset('funds.n.01')	Synset('withdrawal.n.03')
exist-47.1-1	Synset('evaluation.n.02')		Synset('monetary_unit.n.01')	Synset('indefinite_quantity.n.01')
Synset('indefinite_quantity.n.01')	Synset('request.n.01')		Synset('value.n.02')	Synset('cereal.n.01')
Synset('military_action.n.01')	chechnya		judgement-33	Synset('military_service.n.01')
Synset('capital.n.01')	Synset('swimming.n.01')		calibratable_cos-45.6-1	Synset('funds.n.01')
appear-48.1.1	g.o.p.		Synset('woody_plant.n.01')	Synset('race.n.01')
Synset('indefinite_quantity.n.01')	Synset('merchant.n.01')		calibratable_cos-45.6-1	Synset('cereal.n.01')
convert-26.6.2	Synset('concentration.n.05')		Synset('value.n.02')	continue-55.3
Synset('tax.n.01')	Synset('curiosity.n.01')		bring-11.3	Synset('acrobatic_stunt.n.01')
force-59	Synset('slav.n.01')		bring-11.3	Synset('spatial_property.n.01')
indicate-78-1	Synset('skilled_worker.n.01')		convert-26.6.2	Synset('person.n.01')
Synset('happening.n.01')	Synset('bodily_process.n.01')		Synset('activity.n.01')	Synset('adult.n.01')
await	Synset('merchant.n.01')		stop-55.4-1	Synset('plate_glass.n.01')
Synset('value.n.02')	Synset('precious_metal.n.01')		Synset('monetary_unit.n.01')	correspond-36.1
calibratable_cos-45.6-1	Synset('value.n.02')		calibratable_cos-45.6-1	Synset('income.n.01')
destroy-44	Synset('community.n.01')		disappearance-48.2	Synset('large_integer.n.01')
ferret-35.6	Synset('capitalist.n.02')		appear-48.1.1	Synset('precious_metal.n.01')
begin-55.1-1	Synset('class.n.03')		Synset('person.n.01')	Synset('happening.n.01')
Synset('value.n.02')	Synset('fuel.n.01')		characterize-29.2-1	Synset('politician.n.02')
near	Synset('fund.n.01')		judgement-33	Synset('legal_document.n.01')
cooperate-73-1	Synset('warrior.n.01')		contribute-13.2-1	mets
Synset('activity.n.01')	await		dow	Synset('time_unit.n.01')
mets	contiguous_location-47.8		convert-26.6.2	Synset('ending.n.04')
appear-48.1.1	Synset('slav.n.01')		Synset('discussion.n.02')	bosnia
Synset('monetary_unit.n.01')	continue-55.3		Synset('value.n.02')	send-11.1-1
calibratable_cos-45.6-1	Synset('product.n.02')		Synset('value.n.02')	Synset('swimming.n.01')
appear-48.1.1	Synset('income.n.01')		calibratable_cos-45.6-1	Synset('income.n.01')
Synset('framework.n.03')	Synset('application.n.01')		appear-48.1.1	dow
Synset('time_period.n.01')	fill-9.8		characterize-29.2-1	Synset('serviceman.n.01')
contribute-13.2-1	mets		convert-26.6.2	Synset('chromatic_color.n.01')
Synset('discussion.n.02')	Synset('class.n.03')		characterize-29.2-1	Synset('share.n.01')
Synset('lipid.n.01')	Synset('tube.n.01')		Synset('time_period.n.01')	stop-55.4-1
near	Synset('choice.n.02')		exist-47.1-1	Synset('commerce.n.01')
Synset('attraction.n.01')	send-11.1-1		stop-55.4-1	Synset('funds.n.01')
knicks	sun		Synset('large_indefinite_quantity.n.01')	Synset('component.n.01')
Synset('monetary_unit.n.01')	continue-55.3		Synset('framework.n.03')	Synset('swimming.n.01')
other_cos-45.4	Synset('boat.n.01')		admire-31.2	Synset('large_indefinite_quantity.n.01')
Synset('monetary_unit.n.01')	Synset('property.n.02')		Synset('value.n.02')	Synset('funds.n.01')
Synset('indefinite_quantity.n.01')	Synset('merchant.n.01')		Synset('value.n.02')	Synset('cereal.n.01')
begin-55.1-1	Synset('conference.n.03')		judgement-33	Synset('legal_document.n.01')
dow	Synset('component.n.01')		Synset('content.n.05')	Synset('application.n.01')
near	Synset('vote.n.02')		Synset('organization.n.01')	Synset('gathering.n.01')
Synset('area.n.01')	Synset('liquid_body_substance.n.01')		appear-48.1.1	Synset('insufficiency.n.03')
contribute-13.2-1	Synset('object.n.01')		Synset('income.n.01')	Synset('indefinite_quantity.n.01')
Synset('tax.n.01')	Synset('curiosity.n.01')		calibratable_cos-45.6-1	Synset('time_unit.n.01')
Synset('time_period.n.01')	Synset('broadcasting.n.02')		Synset('message.n.02')	tell-37.2
near	Synset('cyclone.n.02')		escape-51.1-1	Synset('large_integer.n.01')
appear-48.1.1	Synset('area.n.01')		appear-48.1.1	Synset('time_period.n.01')
get-13.5.1	Synset('heading.n.01')		Synset('unit.n.03')	rebuild
amuse-31.1	Synset('unit.n.03')		murder-42.1-1	bronx
exist-47.1-1	Synset('merchant.n.01')		Synset('value.n.02')	Synset('attraction.n.01')
amuse-31.1	Synset('precious_metal.n.01')		stop-55.4-1	Synset('monetary_unit.n.01')
Synset('politician.n.02')	Synset('legislature.n.01')		Synset('happening.n.01')	admire-31.2
begin-55.1-1	Synset('federal_government.n.01')		murder-42.1-1	Synset('murderer.n.01')
amuse-31.1	Synset('politician.n.02')		convert-26.6.2	Synset('military_action.n.01')
Synset('happening.n.01')	Synset('railway.n.01')		Synset('partition.n.01')	st.
appear-48.1.1	Synset('information.n.01')		Synset('body_of_water.n.01')	Synset('compound.n.02')
appear-48.1.1	Synset('disturbance.n.03')		Synset('administrator.n.01')	Synset('leave_office.v.01')
begin-55.1-1	peer-30.3		Synset('leader.n.01')	Synset('extremity.n.04')
amuse-31.1	Synset('unit.n.03')		Synset('municipality.n.01')	peer-30.3
appear-48.1.1	Synset('material.n.01')		other_cos-45.4	Synset('activity.n.01')
Synset('agent.n.05')	Synset('decision.n.01')		Synset('value.n.02')	Synset('funds.n.01')
Synset('emotion.n.01')	Synset('economic_process.n.01')		Synset('monetary_unit.n.01')	Synset('indefinite_quantity.n.01')
Synset('value.n.02')	Synset('lipid.n.01')		Synset('framework.n.03')	withdraw-82-3
Synset('organic_process.n.01')	Synset('financial_gain.n.01')		appear-48.1.1	Synset('payment.n.02')
appear-48.1.1	Synset('military_unit.n.01')		calibratable_cos-45.6-1	Synset('monetary_unit.n.01')
Synset('activity.n.01')	Synset('educational_institution.n.01')		Synset('happening.n.01')	Synset('levy.n.01')
stop-55.4-1	Synset('emotion.n.01')		Synset('value.n.02')	Synset('beverage.n.01')
calibratable_cos-45.6-1	Synset('motor_vehicle.n.01')		other_cos-45.4	Synset('asian.n.01')
calibratable_cos-45.6-1	Synset('tax.n.01')		bring-11.3	Synset('danger.n.03')
Synset('document.n.01')	await		appear-48.1.1	Synset('funds.n.01')
convert-26.6.2	Synset('concentration.n.05')		appear-48.1.1	Synset('value.n.02')
Synset('juvenile.n.01')	search-35.2		Synset('adult.n.01')	Synset('spouse.n.01')
exist-47.1-1	Synset('evaluation.n.02')		stop-55.4-1	Synset('monetary_unit.n.01')
other_cos-45.4	Synset('container.n.01')		appear-48.1.1	contribute-13.2-1
Synset('change.n.01')	Synset('woman.n.01')		Synset('juvenile.n.01')	Synset('mistreatment.n.01')
Synset('military_action.n.01')	chechnya		Synset('change.n.01')	Synset('fee.n.01')
Synset('military_action.n.01')	stop-55.4-1		judgement-33	Synset('woody_plant.n.01')
